FIPS,State,County,FFR07,FFR09,PCH_FFR_07_09,FFRPTH07,FFRPTH09,PCH_FFRPTH_07_09,FSR07,FSR09,PCH_FSR_07_09,FSRPTH07,FSRPTH09,PCH_FSRPTH_07_09,PC_FFRSALES02,PC_FFRSALES07,PC_FSRSALES02,PC_FSRSALES07
01069,AL,Houston,86,83,-3.488372093,0.883029407,0.829295099,-6.085222909,70,75,7.142857143,0.718744866,0.749363041,4.259950471,470,649.511367,349,484.381507
01071,AL,Jackson,34,30,-11.76470588,0.643988181,0.567773194,-11.83484257,28,29,3.571428571,0.530343208,0.54884742,3.489101458,470,649.511367,349,484.381507
01073,AL,Jefferson,599,578,-3.505843072,0.905549248,0.869137644,-4.020941342,357,368,3.081232493,0.539701305,0.553360991,2.530971563,470,649.511367,349,484.381507
01075,AL,Lamar,9,7,-22.22222222,0.621375311,0.492957746,-20.66666667,9,10,11.11111111,0.621375311,0.704225352,13.33333333,470,649.511367,349,484.381507
01077,AL,Lauderdale,63,61,-3.174603175,0.71168749,0.68081117,-4.338466079,62,61,-1.612903226,0.700390863,0.68081117,-2.795538113,470,649.511367,349,484.381507
01079,AL,Lawrence,21,25,19.04761905,0.614916108,0.733008855,19.20469237,14,15,7.142857143,0.409944072,0.439805313,7.284223136,470,649.511367,349,484.381507
01081,AL,Lee,107,108,0.934579439,0.818099105,0.79480141,-2.847783906,92,94,2.173913043,0.703412314,0.691771598,-1.654892364,470,649.511367,349,484.381507
01083,AL,Limestone,50,45,-10,0.676507597,0.572723107,-15.3412157,33,35,6.060606061,0.446495014,0.445451306,-0.233755876,470,649.511367,349,484.381507
01085,AL,Lowndes,3,2,-33.33333333,0.236891977,0.162694216,-31.32134819,1,0,-100,0.078963992,0,-100,470,649.511367,349,484.381507
01087,AL,Macon,10,10,0,0.449276665,0.458947175,2.152462252,5,5,0,0.224638332,0.229473588,2.152462252,470,649.511367,349,484.381507
01089,AL,Madison,286,300,4.895104895,0.911420158,0.915348565,0.431020356,202,222,9.900990099,0.643730322,0.677357938,5.22386707,470,649.511367,349,484.381507
01091,AL,Marengo,18,16,-11.11111111,0.846461321,0.763978418,-9.744438608,14,12,-14.28571429,0.658358806,0.572983813,-12.96785152,470,649.511367,349,484.381507
01093,AL,Marion,23,26,13.04347826,0.779634589,0.892979805,14.5382488,17,20,17.64705882,0.576251652,0.686907542,19.20270238,470,649.511367,349,484.381507
01095,AL,Marshall,75,70,-6.666666667,0.852563374,0.774344849,-9.174511517,60,70,16.66666667,0.682050699,0.774344849,13.5318606,470,649.511367,349,484.381507
01097,AL,Mobile,252,253,0.396825397,0.621862924,0.614493796,-1.185008433,211,212,0.473933649,0.520686813,0.514911797,-1.109115084,470,649.511367,349,484.381507
01099,AL,Monroe,14,10,-28.57142857,0.615141263,0.446647907,-27.39100196,9,8,-11.11111111,0.395447955,0.357318326,-9.642135771,470,649.511367,349,484.381507
01101,AL,Montgomery,193,169,-12.43523316,0.855314472,0.754063689,-11.83784281,144,139,-3.472222222,0.638162093,0.62020623,-2.813683802,470,649.511367,349,484.381507
01103,AL,Morgan,102,100,-1.960784314,0.885816514,0.852565797,-3.753680033,54,57,5.555555556,0.468961684,0.485962504,3.625204497,470,649.511367,349,484.381507
01105,AL,Perry,2,2,0,0.186462801,0.188270733,0.969594277,5,5,0,0.466157002,0.470676833,0.969594277,470,649.511367,349,484.381507
01107,AL,Pickens,7,6,-14.28571429,0.358919141,0.312207306,-13.01458454,8,6,-25,0.410193304,0.312207306,-23.88776147,470,649.511367,349,484.381507
01109,AL,Pike,31,30,-3.225806452,1.026966143,0.984865894,-4.099477809,17,20,17.64705882,0.563174982,0.656577263,16.58494855,470,649.511367,349,484.381507
01111,AL,Randolph,9,11,22.22222222,0.401983117,0.487221509,21.20447063,14,17,21.42857143,0.62530707,0.752978695,20.41742861,470,649.511367,349,484.381507
01113,AL,Russell,45,44,-2.222222222,0.895932467,0.86535814,-3.41257042,24,25,4.166666667,0.477830649,0.491680762,2.898540036,470,649.511367,349,484.381507
01115,AL,St. Clair,43,48,11.62790698,0.547666051,0.586116369,7.020759708,45,48,6.666666667,0.573138891,0.586116369,2.264281499,470,649.511367,349,484.381507
01117,AL,Shelby,149,128,-14.09395973,0.812086463,0.664924702,-18.12143989,124,133,7.258064516,0.675830345,0.690898324,2.229550507,470,649.511367,349,484.381507
01119,AL,Sumter,8,7,-12.5,0.602909036,0.544619933,-9.667976348,4,5,25,0.301454518,0.389014238,29.04574807,470,649.511367,349,484.381507
01121,AL,Talladega,47,49,4.255319149,0.586137231,0.610652775,4.18256052,40,45,12.5,0.498840197,0.560803569,12.4214875,470,649.511367,349,484.381507
01123,AL,Tallapoosa,28,24,-14.28571429,0.686324975,0.585251658,-14.72674321,25,22,-12,0.612790156,0.536480687,-12.4527897,470,649.511367,349,484.381507
01125,AL,Tuscaloosa,154,158,2.597402597,0.860344808,0.858532344,-0.210667155,97,104,7.216494845,0.541905496,0.565109898,4.282001491,470,649.511367,349,484.381507
01127,AL,Walker,52,45,-13.46153846,0.75741024,0.654621629,-13.5710617,37,39,5.405405405,0.538926517,0.567338745,5.272004133,470,649.511367,349,484.381507
01129,AL,Washington,2,4,100,0.116795141,0.234342961,100.6444431,5,6,20,0.291987853,0.351514441,20.38666589,470,649.511367,349,484.381507
01131,AL,Wilcox,6,6,0,0.476947536,0.484496124,1.582687339,5,6,20,0.39745628,0.484496124,21.89922481,470,649.511367,349,484.381507
01133,AL,Winston,18,12,-33.33333333,0.739949026,0.500062508,-32.41933019,20,19,-5,0.822165584,0.791765637,-3.697545527,470,649.511367,349,484.381507
02013,AK,Aleutians East,2,1,-50,0.709723208,0.364431487,-48.6516035,1,0,-100,0.354861604,0,-100,454,582.7155098,517,688.0841941
02016,AK,Aleutians West,0,2,,0,0.429276669,0,5,3,-40,1.049758556,0.643915003,-38.66065679,454,582.7155098,517,688.0841941
02020,AK,Anchorage,200,207,3.5,0.71812254,0.723336152,0.726005857,198,208,5.050505051,0.710941315,0.72683053,2.234954463,454,582.7155098,517,688.0841941
02050,AK,Bethel,6,5,-16.66666667,0.350877193,0.288151222,-17.8769018,8,4,-50,0.467836257,0.230520977,-50.72614108,454,582.7155098,517,688.0841941
02060,AK,Bristol Bay,0,0,0,0,0,0,2,2,0,2.006018054,2.27014756,13.16685585,454,582.7155098,517,688.0841941
02068,AK,Denali,3,1,-66.66666667,1.662049861,0.540248514,-67.49504772,6,7,16.66666667,3.324099723,3.7817396,13.76733297,454,582.7155098,517,688.0841941
02070,AK,Dillingham,0,0,0,0,0,0,4,3,-25,0.805964135,0.605204761,-24.90921929,454,582.7155098,517,688.0841941
02090,AK,Fairbanks North Star,49,43,-12.24489796,0.500245018,0.435840259,-12.87464266,60,59,-1.666666667,0.61254492,0.598013379,-2.372322454,454,582.7155098,517,688.0841941
02100,AK,Haines,0,1,,0,0.41684035,0,5,6,20,2.159827214,2.501042101,15.79824927,454,582.7155098,517,688.0841941
02110,AK,Juneau,25,22,-12,0.818491357,0.714378491,-12.72009352,31,32,3.225806452,1.014929282,1.039095986,2.381121972,454,582.7155098,517,688.0841941
02122,AK,Kenai Peninsula,35,36,2.857142857,0.657425147,0.658556663,0.172113261,71,69,-2.816901408,1.333633871,1.262233605,-5.353813174,454,582.7155098,517,688.0841941
02130,AK,Ketchikan Gateway,7,7,0,0.533373971,0.538254517,0.91503268,15,13,-13.33333333,1.142944224,0.999615532,-12.54030501,454,582.7155098,517,688.0841941
02150,AK,Kodiak Island,6,6,0,0.458926113,0.449572906,-2.038063839,9,9,0,0.688389169,0.674359359,-2.038063839,454,582.7155098,517,688.0841941
02164,AK,Lake and Peninsula,0,0,0,0,0,0,0,0,0,0,0,0,454,582.7155098,517,688.0841941
02170,AK,Matanuska-Susitna,38,36,-5.263157895,0.461142663,0.407336584,-11.66798972,39,45,15.38461538,0.473277996,0.509170731,7.583858679,454,582.7155098,517,688.0841941
02180,AK,Nome,3,4,33.33333333,0.322234157,0.42593973,32.18329606,8,5,-37.5,0.859291085,0.532424662,-38.03907997,454,582.7155098,517,688.0841941
02185,AK,North Slope,2,4,100,0.301659125,0.592417062,96.38625592,3,5,66.66666667,0.452488688,0.740521327,63.65521327,454,582.7155098,517,688.0841941
02188,AK,Northwest Arctic,1,1,0,0.134680135,0.134336378,-0.255239119,0,0,0,0,0,0,454,582.7155098,517,688.0841941
02201,AK,Prince of Wales-Outer Ketchi,3,4,33.33333333,0.542397396,0.71942446,32.63788969,2,4,100,0.361598264,0.71942446,98.95683453,454,582.7155098,517,688.0841941
02220,AK,Sitka,7,4,-42.85714286,0.802016499,0.457299646,-42.98126705,11,10,-9.090909091,1.260311641,1.143249114,-9.288379392,454,582.7155098,517,688.0841941
02232,AK,Skagway-Hoonah-Angoon,5,3,-40,1.610305958,0.984574992,-38.85789301,7,10,42.85714286,2.254428341,3.281916639,45.57644522,454,582.7155098,517,688.0841941
02240,AK,Southeast Fairbanks,5,6,20,0.729394602,0.870574579,19.35577481,9,8,-11.11111111,1.312910284,1.160766106,-11.58831495,454,582.7155098,517,688.0841941
02261,AK,Valdez-Cordova,11,9,-18.18181818,1.162544917,0.965250965,-16.97086697,12,10,-16.66666667,1.268230818,1.072501073,-15.43329043,454,582.7155098,517,688.0841941
02270,AK,Wade Hampton,0,0,0,0,0,0,0,0,0,0,0,0,454,582.7155098,517,688.0841941
02280,AK,Wrangell-Petersburg,6,7,16.66666667,0.990752972,1.182432432,19.34684685,4,4,0,0.660501982,0.675675676,2.297297297,454,582.7155098,517,688.0841941
02282,AK,Yakutat,1,1,0,1.481481481,1.459854015,-1.459854015,0,0,0,0,0,0,454,582.7155098,517,688.0841941
02290,AK,Yukon-Koyukuk,0,0,0,0,0,0,4,2,-50,0.688349682,0.355429181,-48.36502577,454,582.7155098,517,688.0841941
04001,AZ,Apache,17,15,-11.76470588,0.245388146,0.212491677,-13.4058916,20,19,-5,0.288691937,0.269156125,-6.767009959,,760.5004608,,758.6283717
04003,AZ,Cochise,66,52,-21.21212121,0.516690675,0.401488596,-22.29614042,100,100,0,0.782864658,0.772093454,-1.375870535,,760.5004608,,758.6283717
04005,AZ,Coconino,106,112,5.660377358,0.83169218,0.862540335,3.709083279,162,160,-1.234567901,1.271076728,1.232200479,-3.058528857,,760.5004608,,758.6283717
04007,AZ,Gila,29,33,13.79310345,0.555225824,0.632196019,13.86286301,51,49,-3.921568627,0.976431621,0.938715301,-3.862668844,,760.5004608,,758.6283717
04009,AZ,Graham,17,16,-5.882352941,0.489405804,0.43190714,-11.74866815,14,17,21.42857143,0.403040074,0.458901336,13.85997725,,760.5004608,,758.6283717
04011,AZ,Greenlee,5,3,-40,0.644329897,0.373087924,-42.09675414,6,6,0,0.773195876,0.746175849,-3.494590225,,760.5004608,,758.6283717
04012,AZ,La Paz,16,15,-6.25,0.794715144,0.74955027,-5.683152608,24,24,0,1.192072716,1.199280432,0.604637218,,760.5004608,,758.6283717
04013,AZ,Maricopa,2648,2674,0.981873112,0.683714428,0.664656293,-2.787440916,2264,2191,-3.224381625,0.584565508,0.544600575,-6.836690297,,760.5004608,,758.6283717
04015,AZ,Mohave,105,109,3.80952381,0.53611911,0.559476453,4.356745064,134,123,-8.208955224,0.684190103,0.631335814,-7.725088148,,760.5004608,,758.6283717
04017,AZ,Navajo,55,55,0,0.495499959,0.48683337,-1.749059526,88,77,-12.5,0.792799935,0.681566718,-14.03042709,,760.5004608,,758.6283717
04019,AZ,Pima,594,590,-0.673400673,0.596030677,0.578317977,-2.971776512,615,607,-1.300813008,0.617102468,0.594981376,-3.584670788,,760.5004608,,758.6283717
04021,AZ,Pinal,109,122,11.9266055,0.360172222,0.357811134,-0.655544009,107,98,-8.411214953,0.353563557,0.287422059,-18.70710289,,760.5004608,,758.6283717
04023,AZ,Santa Cruz,33,31,-6.060606061,0.772978544,0.708231477,-8.376308376,33,41,24.24242424,0.772978544,0.936693244,21.17972118,,760.5004608,,758.6283717
04025,AZ,Yavapai,149,141,-5.369127517,0.702816928,0.653728105,-6.9845818,216,204,-5.555555556,1.018848701,0.945819386,-7.167827305,,760.5004608,,758.6283717
04027,AZ,Yuma,97,103,6.18556701,0.51273648,0.522916963,1.985519529,78,83,6.41025641,0.412303561,0.421379688,2.201321599,,760.5004608,,758.6283717
05001,AR,Arkansas,12,18,50,0.621278799,0.948816615,52.71994096,15,12,-20,0.776598499,0.63254441,-18.54936482,446,576.2104436,320,444.9218224
05003,AR,Ashley,15,13,-13.33333333,0.673914997,0.592498063,-12.08118743,6,9,50,0.269565999,0.410190967,52.16717561,446,576.2104436,320,444.9218224
05005,AR,Baxter,29,31,6.896551724,0.693033815,0.735346443,6.105420379,48,44,-8.333333333,1.147090453,1.043717532,-9.011749729,446,576.2104436,320,444.9218224
05007,AR,Benton,129,137,6.201550388,0.611481634,0.607528026,-0.646562037,130,132,1.538461538,0.616221802,0.58535547,-5.008964535,446,576.2104436,320,444.9218224
05009,AR,Boone,28,25,-10.71428571,0.763921098,0.678960376,-11.12166194,27,23,-14.81481481,0.736638202,0.624643546,-15.20348191,446,576.2104436,320,444.9218224
05011,AR,Bradley,6,4,-33.33333333,0.501504514,0.339270568,-32.34944869,7,5,-28.57142857,0.585088599,0.42408821,-27.51726645,446,576.2104436,320,444.9218224
05013,AR,Calhoun,1,2,100,0.182715147,0.38491147,110.6620477,3,2,-33.33333333,0.548145441,0.38491147,-29.77931742,446,576.2104436,320,444.9218224
05015,AR,Carroll,20,19,-5,0.733191583,0.680077314,-7.244255136,47,50,6.382978723,1.72300022,1.789677142,3.869815077,446,576.2104436,320,444.9218224
05017,AR,Chicot,7,6,-14.28571429,0.568735782,0.50748541,-10.76956537,6,8,33.33333333,0.487487813,0.676647213,38.80289831,446,576.2104436,320,444.9218224
05019,AR,Clark,23,20,-13.04347826,0.971119743,0.839102161,-13.59436707,11,11,0,0.464448573,0.461506188,-0.633522131,446,576.2104436,320,444.9218224
05021,AR,Clay,10,11,10,0.622354991,0.705806866,13.40904716,7,9,28.57142857,0.435648494,0.577478345,32.55602915,446,576.2104436,320,444.9218224
05023,AR,Cleburne,15,17,13.33333333,0.593307491,0.6640625,11.92552083,25,24,-4,0.988845819,0.9375,-5.1925,446,576.2104436,320,444.9218224
05025,AR,Cleveland,1,2,100,0.114481969,0.237079184,107.0886676,1,0,-100,0.114481969,0,-100,446,576.2104436,320,444.9218224
05027,AR,Columbia,16,15,-6.25,0.658219516,0.628825354,-4.465708057,8,9,12.5,0.329109758,0.377295213,14.64115033,446,576.2104436,320,444.9218224
05029,AR,Conway,11,9,-18.18181818,0.531966341,0.432713111,-18.6578026,11,13,18.18181818,0.531966341,0.62503005,17.49428513,446,576.2104436,320,444.9218224
05031,AR,Craighead,65,79,21.53846154,0.711292035,0.827597767,16.35133338,74,65,-12.16216216,0.809778624,0.680934871,-15.91098468,446,576.2104436,320,444.9218224
05033,AR,Crawford,33,28,-15.15151515,0.558990429,0.46587468,-16.65784328,35,36,2.857142857,0.592868637,0.598981731,1.031104266,446,576.2104436,320,444.9218224
05035,AR,Crittenden,34,35,2.941176471,0.652303206,0.660103353,1.195785545,15,19,26.66666667,0.287780826,0.35834182,24.51900469,446,576.2104436,320,444.9218224
05037,AR,Cross,11,9,-18.18181818,0.590540613,0.485332183,-17.81561299,8,12,50,0.429484082,0.647109577,50.67137619,446,576.2104436,320,444.9218224
05039,AR,Dallas,4,4,0,0.488340862,0.500563134,2.502815668,4,4,0,0.488340862,0.500563134,2.502815668,446,576.2104436,320,444.9218224
05041,AR,Desha,12,10,-16.66666667,0.874954429,0.748615062,-14.43953686,6,16,166.6666667,0.437477215,1.197784099,173.7934821,446,576.2104436,320,444.9218224
05043,AR,Drew,16,15,-6.25,0.855935377,0.805412371,-5.902665915,9,11,22.22222222,0.481463649,0.590635739,22.67504296,446,576.2104436,320,444.9218224
05045,AR,Faulkner,57,62,8.771929825,0.544631084,0.566800139,4.07047183,74,71,-4.054054054,0.707064916,0.649077578,-8.201133501,446,576.2104436,320,444.9218224
05047,AR,Franklin,8,6,-25,0.442037794,0.3330373,-24.65863677,9,10,11.11111111,0.497292519,0.555062167,11.61683442,446,576.2104436,320,444.9218224
05049,AR,Fulton,5,7,40,0.423980327,0.604229607,42.51359517,6,6,0,0.508776393,0.517911092,1.795425119,446,576.2104436,320,444.9218224
05051,AR,Garland,78,75,-3.846153846,0.808298532,0.761583688,-5.779404746,116,98,-15.51724138,1.202084996,0.995136019,-17.21583562,446,576.2104436,320,444.9218224
05053,AR,Grant,10,9,-10,0.57123272,0.506756757,-11.28716216,7,8,14.28571429,0.399862904,0.45045045,12.65122265,446,576.2104436,320,444.9218224
05055,AR,Greene,24,27,12.5,0.595503945,0.658600839,10.59554591,26,24,-7.692307692,0.645129274,0.585422968,-9.254936692,446,576.2104436,320,444.9218224
05057,AR,Hempstead,14,12,-14.28571429,0.603136309,0.521127372,-13.59708169,12,11,-8.333333333,0.516973979,0.477700091,-7.596879026,446,576.2104436,320,444.9218224
05059,AR,Hot Spring,15,17,13.33333333,0.470824571,0.534809828,13.59004205,13,8,-38.46153846,0.408047961,0.251675213,-38.32214911,446,576.2104436,320,444.9218224
05061,AR,Howard,9,8,-11.11111111,0.638026372,0.559792877,-12.26179647,5,5,0,0.354459095,0.349870548,-1.294521027,446,576.2104436,320,444.9218224
05063,AR,Independence,24,22,-8.333333333,0.695329702,0.635213952,-8.64564686,20,22,10,0.579441418,0.635213952,9.625223769,446,576.2104436,320,444.9218224
05065,AR,Izard,2,3,50,0.153480163,0.230096641,49.91946618,7,6,-14.28571429,0.537180569,0.460193281,-14.33173361,446,576.2104436,320,444.9218224
05067,AR,Jackson,5,5,0,0.293444451,0.300156081,2.287189338,13,10,-23.07692308,0.762955573,0.600312162,-21.31754666,446,576.2104436,320,444.9218224
05069,AR,Jefferson,73,62,-15.06849315,0.91924496,0.787751731,-14.30448188,31,31,0,0.390364298,0.393875866,0.899561654,446,576.2104436,320,444.9218224
05071,AR,Johnson,16,17,6.25,0.645734119,0.680163239,5.331779627,9,10,11.11111111,0.363225442,0.400096023,10.15088066,446,576.2104436,320,444.9218224
05073,AR,Lafayette,2,2,0,0.259201659,0.26652452,2.825159915,3,3,0,0.388802488,0.39978678,2.825159915,446,576.2104436,320,444.9218224
05075,AR,Lawrence,7,4,-42.85714286,0.415011561,0.236938751,-42.90791545,7,9,28.57142857,0.415011561,0.53311219,28.45719024,446,576.2104436,320,444.9218224
05077,AR,Lee,3,3,0,0.280321435,0.290725846,3.711599961,3,2,-33.33333333,0.280321435,0.19381723,-30.85893336,446,576.2104436,320,444.9218224
05079,AR,Lincoln,4,2,-50,0.292077401,0.147568804,-49.47613075,9,10,11.11111111,0.657174151,0.73784402,12.27526501,446,576.2104436,320,444.9218224
05081,AR,Little River,5,3,-40,0.387987895,0.23162446,-40.3011118,8,7,-12.5,0.620780632,0.540457072,-12.93912137,446,576.2104436,320,444.9218224
05083,AR,Logan,13,12,-7.692307692,0.573419787,0.537105004,-6.333018874,10,13,30,0.441092144,0.581863754,31.91433175,446,576.2104436,320,444.9218224
05085,AR,Lonoke,36,38,5.555555556,0.566206886,0.569911664,0.654315248,30,37,23.33333333,0.471839071,0.554913988,17.60662097,446,576.2104436,320,444.9218224
05087,AR,Madison,4,2,-50,0.257433389,0.125984252,-51.06141732,9,9,0,0.579225125,0.566929134,-2.122834646,446,576.2104436,320,444.9218224
05089,AR,Marion,8,6,-25,0.481666566,0.361576473,-24.93220441,11,12,9.090909091,0.662291529,0.723152947,9.189520856,446,576.2104436,320,444.9218224
05091,AR,Miller,26,24,-7.692307692,0.606046479,0.551445246,-9.009413453,22,21,-4.545454545,0.512808559,0.48251459,-5.907461639,446,576.2104436,320,444.9218224
05093,AR,Mississippi,36,32,-11.11111111,0.772366445,0.686621607,-11.1015747,18,25,38.88888889,0.386183222,0.536423131,38.90378953,446,576.2104436,320,444.9218224
05095,AR,Monroe,7,6,-14.28571429,0.816993464,0.734304247,-10.1211602,5,5,0,0.58356676,0.611920206,4.858646433,446,576.2104436,320,444.9218224
05097,AR,Montgomery,2,3,50,0.220555801,0.333000333,50.98235098,5,6,20,0.551389502,0.666000666,20.78588079,446,576.2104436,320,444.9218224
05099,AR,Nevada,4,3,-25,0.428678598,0.327367962,-23.63323876,3,2,-33.33333333,0.321508949,0.218245308,-32.11843445,446,576.2104436,320,444.9218224
05101,AR,Newton,0,1,,0,0.122085215,0,5,7,40,0.601467581,0.854596508,42.08521548,446,576.2104436,320,444.9218224
05103,AR,Ouachita,14,14,0,0.537985628,0.550487575,2.323843976,10,13,30,0.384275449,0.511167034,33.02099717,446,576.2104436,320,444.9218224
05105,AR,Perry,2,1,-50,0.193012932,0.096974399,-49.757564,1,1,0,0.096506466,0.096974399,0.484871994,446,576.2104436,320,444.9218224
05107,AR,Phillips,14,12,-14.28571429,0.63883185,0.573586349,-10.21325121,10,8,-20,0.456308465,0.382390899,-16.19903446,446,576.2104436,320,444.9218224
05109,AR,Pike,2,3,50,0.184706317,0.282299802,52.83711301,6,5,-16.66666667,0.554118951,0.470499671,-15.09049277,446,576.2104436,320,444.9218224
05111,AR,Poinsett,17,16,-5.882352941,0.683252281,0.648245685,-5.123524169,15,12,-20,0.60286966,0.486184264,-19.35499554,446,576.2104436,320,444.9218224
05113,AR,Polk,9,12,33.33333333,0.446938471,0.592329335,32.53039801,15,18,20,0.744897452,0.888494003,19.27735821,446,576.2104436,320,444.9218224
05115,AR,Pope,53,55,3.773584906,0.895361016,0.913408842,2.015703738,35,36,2.857142857,0.591276143,0.597867606,1.114785835,446,576.2104436,320,444.9218224
05117,AR,Prairie,5,5,0,0.567279328,0.582614775,2.703332557,6,6,0,0.680735194,0.69913773,2.703332557,446,576.2104436,320,444.9218224
05119,AR,Pulaski,314,330,5.095541401,0.837351197,0.864091499,3.193439349,306,310,1.307189542,0.816017408,0.811722318,-0.526347928,446,576.2104436,320,444.9218224
