FIPS,State,County,GROC11,GROC16,PCH_GROC_11_16,GROCPTH11,GROCPTH16,PCH_GROCPTH_11_16,SUPERC11,SUPERC16,PCH_SUPERC_11_16,SUPERCPTH11,SUPERCPTH16,PCH_SUPERCPTH_11_16,CONVS11,CONVS16,PCH_CONVS_11_16,CONVSPTH11,CONVSPTH16,PCH_CONVSPTH_11_16,SPECS11,SPECS16,PCH_SPECS_11_16,SPECSPTH11,SPECSPTH16,PCH_SPECSPTH_11_16,SNAPS12,SNAPS16,PCH_SNAPS_12_16,SNAPSPTH12,SNAPSPTH16,PCH_SNAPSPTH_12_16,WICS11,WICS16,PCH_WICS_11_16,WICSPTH11,WICSPTH16,PCH_WICSPTH_11_16
01001,AL,Autauga,5,3,-40,0.090581351,0.0542711,-40.0857484,1,1,0,0.0181163,0.0180904,-0.142913998,31,31,0,0.561604377,0.560801766,-0.142913998,1,1,0,0.0181163,0.0180904,-0.142913998,37.41667,42.16667,12.69488,0.674004,0.760911,12.89417,5,5,0,0.090566583,0.090510845,-0.061543442
01003,AL,Baldwin,27,29,7.407407407,0.14474573,0.139752975,-3.449328302,6,7,16.66666667,0.0321657,0.0337335,4.874005465,107,118,10.28037383,0.573621967,0.568650034,-0.866761189,20,27,35,0.107219059,0.130114838,21.35420632,138.3333,198.0833,43.19277,0.725055,0.949753,30.99039,26,28,7.692307472,0.139380291,0.134802029,-3.284727335
01005,AL,Barbour,6,4,-33.33333333,0.219370407,0.155195158,-29.25428727,0,1,,0,0.0387988,,22,19,-13.63636364,0.804358159,0.737177,-8.352144868,3,2,-33.33333333,0.109685203,0.077597579,-29.25428727,34.83333,35.16667,0.956938,1.28059,1.354387,5.762745,7,6,-14.28571415,0.25594151,0.232387006,-9.203081131
01007,AL,Bibb,6,5,-16.66666667,0.26379424,0.220916361,-16.25428946,1,1,0,0.0439657,0.0441833,0.494852649,19,15,-21.05263158,0.835348428,0.662749083,-20.66195844,0,0,0,0,0,0,16.25,19.58333,20.51282,0.719122,0.864874,20.26799,6,5,-16.66666603,0.263771057,0.221474126,-16.03547096
01009,AL,Blount,7,5,-28.57142857,0.121608005,0.086862861,-28.57142857,1,1,0,0.0173726,0.0173726,0,30,27,-10,0.521177165,0.469059449,-10,1,0,-100,0.0173726,0,-100,38,47.08333,23.90351,0.657144,0.815946,24.16547,8,8,0,0.138999894,0.139089316,0.064332329
01011,AL,Bullock,2,3,50,0.18735363,0.2873288,53.36174696,0,0,0,0,0,0,2,6,200,0.18735363,0.5746576,206.7234939,1,0,-100,0.093676815,0,-100,14.33333,11.08333,-22.6744,1.368468,1.069613,-21.8386,2,3,50,0.187318534,0.288989514,54.27705383
01013,AL,Butler,3,3,0,0.143678161,0.15026296,4.583020285,1,1,0,0.0478927,0.0500877,4.583020285,22,22,0,1.053639847,1.101928375,4.583020285,0,0,0,0,0,0,27.25,25.83333,-5.19878,1.341902,1.291796,-3.73395,4,4,0,0.191589236,0.199710414,4.238848686
01015,AL,Calhoun,24,27,12.5,0.20376109,0.234823448,15.24449904,3,4,33.33333333,0.0254701,0.0347887,36.58607294,87,84,-3.448275862,0.738633952,0.730561837,-1.092843733,2,1,-50,0.0169801,0.0086972,-48.78022265,137.9167,135.5833,-1.69184,1.1758,1.182987,0.611229,19,20,5.263157845,0.16129443,0.173885822,7.806464195
01017,AL,Chambers,8,7,-12.5,0.23507978,0.207610404,-11.68512916,1,1,0,0.029385,0.0296586,0.931280956,26,22,-15.38461539,0.764009286,0.652489842,-14.59660842,1,1,0,0.029385,0.0296586,0.931280956,34.25,37.5,9.489051,1.00546,1.108058,10.20403,6,6,0,0.17631501,0.17766723,0.766934574
01019,AL,Cherokee,4,5,25,0.153887585,0.19405418,26.10125747,1,1,0,0.0384719,0.0388108,0.881005977,17,18,5.882352941,0.654022237,0.698595048,6.815182799,1,0,-100,0.0384719,0,-100,31,32.33333,4.301075,1.191345,1.256884,5.501196,6,4,-33.33333206,0.230822504,0.155183122,-32.76950073
01021,AL,Chilton,7,5,-28.57142857,0.160227065,0.114077116,-28.80284215,1,1,0,0.0228896,0.0228154,-0.32397901,33,33,0,0.755356162,0.752908966,-0.32397901,5,3,-40,0.114447903,0.06844627,-40.19438741,46.75,53.83333,15.15152,1.066889,1.225128,14.8318,7,6,-14.28571415,0.160230726,0.136686713,-14.69381905
01023,AL,Choctaw,3,3,0,0.220474756,0.229885057,4.268199234,0,0,0,0,0,0,16,15,-6.25,1.175865363,1.149425287,-2.248563218,1,0,-100,0.073491585,0,-100,16.33333,15.33333,-6.12245,1.198073,1.180123,-1.4983,3,3,0,0.22047475,0.22990267,4.276190281
01025,AL,Clarke,5,6,20,0.195449926,0.246406571,26.07145791,2,2,0,0.07817997,0.082135524,5.059548255,16,13,-18.75,0.625439762,0.533880903,-14.63911704,2,1,-50,0.07817997,0.0410678,-47.47022587,40.16667,41,2.074689,1.596386,1.680879,5.29277,10,8,-20,0.390899837,0.328555584,-15.94890785
01027,AL,Clay,3,3,0,0.219170076,0.223713647,2.073079791,0,0,0,0,0,0,5,6,20,0.36528346,0.447427293,22.48769575,0,0,0,0,0,0,10.16667,13.25,30.32787,0.75673,0.982063,29.77727,3,3,0,0.219202101,0.223997608,2.187710047
01029,AL,Cleburne,3,2,-33.33333333,0.20096463,0.134471862,-33.08680159,0,0,0,0,0,0,9,12,33.33333333,0.602893891,0.806831171,33.82639683,0,0,0,0,0,0,16.66667,11.41667,-31.5,1.123697,0.764987,-31.9223,5,4,-20,0.334941059,0.269305855,-19.59604645
01031,AL,Coffee,5,7,40,0.099139469,0.13667337,37.85969502,1,1,0,0.0198279,0.0195248,-1.528789269,25,29,16,0.495697347,0.566218248,14.22660445,0,0,0,0,0,0,37.5,45.16667,20.44444,0.731679,0.881714,20.50558,6,7,16.66666603,0.118965007,0.13686578,15.04709053
01033,AL,Colbert,10,8,-20,0.183371841,0.147256429,-19.69517919,1,1,0,0.0183372,0.0184071,0.381026009,49,45,-8.163265306,0.898522023,0.828317411,-7.813343461,4,4,0,0.073348737,0.073628214,0.381026009,55.75,75.75,35.87444,1.02395,1.397189,36.45086,9,9,0,0.165031627,0.165541604,0.309017956
01035,AL,Conecuh,5,1,-80,0.379161295,0.079904115,-78.92608869,0,0,0,0,0,0,18,15,-16.66666667,1.364980663,1.198561726,-12.19203622,1,0,-100,0.075832259,0,-100,22.75,15.66667,-31.1355,1.752561,1.263951,-27.8798,2,2,0,0.151607037,0.159987196,5.527553082
01037,AL,Coosa,0,1,,0,0.092515496,,0,0,0,0,0,0,11,8,-27.27272727,0.957854406,0.740123971,-22.73105745,0,0,0,0,0,0,5,4,-20,0.455955,0.378036,-17.0891,1,1,0,0.087054931,0.09237022,6.105672359
01039,AL,Covington,9,6,-33.33333333,0.236736197,0.160487883,-32.20813495,1,1,0,0.026304,0.026748,1.687797571,33,34,3.03030303,0.868032722,0.909431338,4.769245983,4,3,-25,0.105216088,0.080243942,-23.73415182,48.75,54.66667,12.13675,1.284416,1.459412,13.6246,10,7,-30,0.263026386,0.187255904,-28.8071785
01041,AL,Crenshaw,6,4,-33.33333333,0.431716794,0.287624937,-33.37647707,0,0,0,0,0,0,11,7,-36.36363636,0.791480789,0.50334364,-36.40481903,0,1,,0,0.071906234,,20.25,18.41667,-9.0535,1.437904,1.323702,-7.94224,5,3,-40,0.359738111,0.215486288,-40.09912109
01043,AL,Cullman,13,15,15.38461539,0.161669423,0.182211317,12.70610903,1,2,100,0.0124361,0.0242948,95.35725566,57,53,-7.01754386,0.708858241,0.643813318,-9.176012722,5,4,-20,0.0621805,0.0485897,-21.85709774,77.5,81.66667,5.376344,0.963451,0.990247,2.781258,11,12,9.090909004,0.136814222,0.145532161,6.372100353
01045,AL,Dale,8,6,-25,0.159658331,0.121881856,-23.66082311,1,1,0,0.0199573,0.0203136,1.785569188,36,29,-19.44444444,0.71846249,0.589095637,-18.00606927,2,1,-50,0.0399146,0.0203136,-49.10721541,36.58333,52.16667,42.59681,0.725227,1.059738,46.12509,8,6,-25,0.159642398,0.121701382,-23.76625252
01047,AL,Dallas,8,8,0,0.184945441,0.199595818,7.921459045,1,1,0,0.0231182,0.0249495,7.921459045,36,36,0,0.832254485,0.898181183,7.921459045,0,0,0,0,0,0,55.58333,48.08333,-13.4933,1.296737,1.201843,-7.31791,11,8,-27.27272797,0.254299968,0.199541062,-21.53319359
01049,AL,DeKalb,14,16,14.28571429,0.196207588,0.224668614,14.50556857,1,1,0,0.0140148,0.0140418,0.192372501,46,50,8.695652174,0.644682074,0.702089418,8.904752718,2,3,50,0.0280297,0.0421254,50.28855875,83.83333,82,-2.18688,1.179422,1.156559,-1.93855,11,11,0,0.154165268,0.154709503,0.353020579
01051,AL,Elmore,7,8,14.28571429,0.087493438,0.098473658,12.54976437,2,2,0,0.0249981,0.0246184,-1.518956179,59,55,-6.779661017,0.737444692,0.677006401,-8.195637116,1,0,-100,0.0124991,0,-100,65.75,74.83333,13.81496,0.815463,0.914844,12.18702,11,9,-18.18181801,0.137484536,0.11075151,-19.44438744
01053,AL,Escambia,6,4,-33.33333333,0.15705984,0.106734977,-32.04184011,0,2,,0,0.0533675,,29,30,3.448275862,0.759122559,0.800512328,5.452317069,0,0,0,0,0,0,42.25,44.91667,6.311637,1.112018,1.190539,7.061184,6,6,0,0.157063946,0.160051212,1.901942253
01055,AL,Etowah,17,14,-17.64705882,0.162907028,0.136284874,-16.34193073,2,2,0,0.0191655,0.0194693,1.584798396,71,70,-1.408450704,0.680376411,0.681424372,0.154026587,1,6,500,0.0095828,0.0584078,509.5087904,101,117.5833,16.41914,0.967507,1.146439,18.49408,16,14,-12.5,0.15331839,0.136121884,-11.2162056
01057,AL,Fayette,7,4,-42.85714286,0.410557185,0.241867215,-41.08805694,1,1,0,0.058651,0.0604668,3.095900351,11,8,-27.27272727,0.64516129,0.48373443,-25.02116338,0,0,0,0,0,0,12.66667,11.83333,-6.57895,0.745844,0.715178,-4.11158,5,4,-20,0.293306738,0.241618842,-17.62247086
01059,AL,Franklin,6,10,66.66666667,0.188875248,0.316686196,67.66950629,1,1,0,0.0314792,0.0316686,0.601703772,32,20,-37.5,1.007334655,0.633372391,-37.12393514,1,1,0,0.0314792,0.0316686,0.601703772,30.75,32.5,5.691057,0.968169,1.027571,6.135502,7,7,0,0.220326707,0.221141085,0.369623035
01061,AL,Geneva,11,10,-9.090909091,0.411061286,0.377130789,-8.254364432,0,0,0,0,0,0,14,15,7.142857143,0.523168909,0.565696183,8.128784777,1,1,0,0.0373692,0.0377131,0.920199125,23.16667,31.91667,37.76978,0.860223,1.199244,39.41076,6,7,16.66666603,0.224223629,0.264170885,17.81581116
01063,AL,Greene,2,2,0,0.224542495,0.235626767,4.936380773,0,0,0,0,0,0,11,13,18.18181818,1.234983721,1.531573987,24.01572273,0,0,0,0,0,0,15.16667,17,12.08791,1.708728,2.018523,18.13017,2,2,0,0.224592924,0.235765651,4.974656582
01065,AL,Hale,5,2,-60,0.325563224,0.134707348,-58.6232909,0,0,0,0,0,0,13,12,-7.692307692,0.846464383,0.80824409,-4.515286694,0,0,0,0,0,0,15.08333,14.58333,-3.31492,0.980201,0.975343,-0.49558,4,2,-50,0.260450572,0.134816319,-48.23727417
01067,AL,Henry,3,2,-33.33333333,0.172651934,0.117013808,-32.22560262,0,0,0,0,0,0,15,12,-20,0.863259669,0.702082846,-18.67072315,1,2,100,0.0575506,0.117013808,103.3231921,17.58333,15,-14.6919,1.017142,0.873922,-14.0806,3,4,33.33333206,0.172641993,0.234150916,35.62802124
01069,AL,Houston,16,17,6.25,0.156146309,0.163190078,4.511005731,3,3,0,0.0292774,0.0287982,-1.636700489,73,71,-2.739726027,0.712417535,0.681558561,-4.331585407,7,6,-14.28571429,0.06831401,0.0575965,-15.68860042,121,138.5833,14.53168,1.17019,1.331815,13.81184,22,22,0,0.214696988,0.211053446,-1.697062731
01071,AL,Jackson,11,11,0,0.206720289,0.211339315,2.234432938,1,1,0,0.0187928,0.0192127,2.234432938,39,42,7.692307692,0.732917387,0.80693193,10.09862009,2,2,0,0.0375855,0.0384253,2.234432938,55.08333,52.75,-4.23601,1.038936,1.011738,-2.61784,11,11,0,0.206731945,0.211343378,2.230633736
01073,AL,Jefferson,102,107,4.901960784,0.155064922,0.162183382,4.590632291,18,19,5.555555556,0.0273644,0.0287989,5.242287321,458,459,0.218340611,0.696271905,0.695721239,-0.079087813,48,40,-16.66666667,0.072971728,0.0606293,-16.91398369,551.5833,594.6667,7.810848,0.835721,0.901664,7.89062,96,79,-17.70833397,0.145902649,0.119637877,-18.00157356
01075,AL,Lamar,4,4,0,0.279974802,0.286758907,2.423112768,0,0,0,0,0,0,8,9,12.5,0.559949605,0.645207542,15.22600186,0,0,0,0,0,0,12.33333,13.91667,12.83784,0.864951,0.999904,15.60244,4,4,0,0.279974788,0.287211895,2.584913731
01077,AL,Lauderdale,19,19,0,0.205176938,0.205808122,0.307628982,2,3,50,0.0215976,0.032496,50.46144347,55,49,-10.90909091,0.593933242,0.530768314,-10.63502145,3,4,33.33333333,0.0323964,0.043328,33.74350531,80.66667,92.08333,14.15289,0.871676,0.997458,14.42987,17,18,5.882352829,0.183573425,0.194685102,6.052987576
01079,AL,Lawrence,6,3,-50,0.17622698,0.090274434,-48.77377227,1,1,0,0.0293712,0.0300915,2.452455465,21,20,-4.761904762,0.616794431,0.601829562,-2.426232891,1,1,0,0.0293712,0.0300915,2.452455465,27.16667,26.66667,-1.84049,0.802845,0.80215,-0.08659,6,4,-33.33333206,0.176216632,0.120362289,-31.69640732
01081,AL,Lee,13,18,38.46153846,0.090204487,0.113219652,25.51443575,3,3,0,0.0208164,0.0188699,-9.350685293,75,79,5.333333333,0.5204105,0.496908474,-4.516055176,3,2,-33.33333333,0.0208164,0.01258,-39.56712353,88.08333,103.8333,17.88079,0.598161,0.653077,9.180848,14,16,14.28571415,0.097134531,0.100441314,3.40433383
01083,AL,Limestone,13,10,-23.07692308,0.151993453,0.107619458,-29.19467532,1,1,0,0.0116918,0.0107619,-7.953077916,56,59,5.357142857,0.654741027,0.6349548,-3.021992805,2,2,0,0.0233836,0.0215239,-7.953077916,62.08333,75.08333,20.9396,0.708277,0.809498,14.29107,9,8,-11.11111069,0.105211474,0.086168826,-18.09940338
01085,AL,Lowndes,2,2,0,0.179694519,0.195293428,8.680792891,0,0,0,0,0,0,8,9,12.5,0.718778077,0.878820428,22.265892,0,0,0,0,0,0,16.66667,16.5,-1,1.535108,1.592972,3.769357,4,2,-50,0.359098673,0.195064858,-45.67931366
01087,AL,Macon,5,4,-20,0.234918248,0.209731544,-10.72147651,0,0,0,0,0,0,15,13,-13.33333333,0.704754745,0.681627517,-3.281599553,0,0,0,0,0,0,13,17.08333,31.41026,0.633065,0.900877,42.30394,4,4,0,0.187961087,0.209819555,11.62925243
01089,AL,Madison,38,46,21.05263158,0.111923044,0.129100339,15.34741581,10,14,40,0.0294534,0.0392914,33.40179393,211,217,2.843601896,0.621467429,0.609016817,-2.003421518,15,23,53.33333333,0.0441801,0.06455017,46.10672669,227.5833,285.1667,25.30209,0.663354,0.79886,20.42749,37,44,18.91891861,0.108975135,0.123311125,13.15528584
01091,AL,Marengo,5,3,-40,0.242142477,0.153806716,-36.48090233,1,1,0,0.0484285,0.0512689,5.865162779,18,21,16.66666667,0.871712916,1.076647014,23.50935658,0,1,,0,0.0512689,,25.58333,24.25,-5.21173,1.254023,1.232654,-1.70408,6,5,-16.66666603,0.290542841,0.256200045,-11.82021713
01093,AL,Marion,6,3,-50,0.195758564,0.100260678,-48.78350378,2,2,0,0.065252855,0.066840452,2.432992447,18,23,27.77777778,0.587275693,0.768665196,30.88660146,1,2,100,0.0326264,0.066840452,104.8659849,22.83333,26.41667,15.69343,0.752904,0.880614,16.96229,7,6,-14.28571415,0.228377536,0.200240284,-12.32049847
01095,AL,Marshall,22,22,0,0.234316754,0.231474175,-1.213135107,3,3,0,0.0319523,0.0315647,-1.213135107,59,74,25.42372881,0.62839493,0.778594952,23.90216953,5,4,-20,0.0532538,0.0420862,-20.97050809,89.16667,107.8333,20.93458,0.940815,1.133215,20.45037,15,16,6.666666508,0.159758016,0.168203279,5.286284447
01097,AL,Mobile,59,56,-5.084745763,0.142776939,0.134987899,-5.455390503,8,10,25,0.0193596,0.024105,24.51187411,228,250,9.649122807,0.551748171,0.60262455,9.220942205,30,25,-16.66666667,0.072598443,0.0602625,-16.99208392,463.3333,512.25,10.55755,1.119336,1.234825,10.3177,54,55,1.851851821,0.130674034,0.132370964,1.298597217
01099,AL,Monroe,6,5,-16.66666667,0.263157895,0.23178194,-11.92286297,0,1,,0,0.0463564,,16,14,-12.5,0.701754386,0.648989431,-7.519006119,0,0,0,0,0,0,25.58333,26,1.628664,1.131906,1.207617,6.688856,7,5,-28.5714283,0.307071418,0.232072413,-24.42396164
01101,AL,Montgomery,35,34,-2.857142857,0.152730383,0.14996736,-1.80908525,6,6,0,0.0261824,0.0264648,1.078882831,136,149,9.558823529,0.593466631,0.657209901,10.74083487,16,13,-18.75,0.069819604,0.0573405,-17.8734077,195.0833,229.3333,17.5566,0.847639,1.013185,19.53017,28,25,-10.71428585,0.12218111,0.110097237,-9.89013195
01103,AL,Morgan,19,18,-5.263157895,0.158324098,0.151490923,-4.315940965,2,2,0,0.0166657,0.0168323,0.999840093,99,95,-4.04040404,0.824951878,0.799535428,-3.080961527,7,4,-42.85714286,0.0583299,0.0336646,-42.28580566,100.3333,129.3333,28.90365,0.833368,1.086725,30.4016,17,17,0,0.141651317,0.142893165,0.876693487
01105,AL,Perry,4,3,-25,0.38197097,0.313479624,-17.93103448,0,0,0,0,0,0,7,8,14.28571429,0.668449198,0.835945664,25.05747126,0,0,0,0,0,0,18.75,12,-36,1.841666,1.253395,-31.9423,4,3,-25,0.382592052,0.314861447,-17.70308685
01107,AL,Pickens,4,5,25,0.206675623,0.246123554,19.08688162,0,0,0,0,0,0,10,9,-10,0.516689057,0.443022397,-14.25744524,0,0,0,0,0,0,23.91667,25,4.529617,1.2325,1.230073,-0.19695,6,4,-33.33333206,0.310013443,0.196957007,-36.46823502
01109,AL,Pike,8,7,-12.5,0.242666909,0.210748156,-13.15331928,1,1,0,0.0303334,0.0301069,-0.74665061,19,20,5.263157895,0.57633391,0.602137588,4.477209885,0,0,0,0,0,0,40.16667,39.41667,-1.86722,1.210496,1.184182,-2.17383,6,6,0,0.181724563,0.178992271,-1.503534675
01111,AL,Randolph,4,3,-25,0.175901495,0.133345186,-24.19326162,1,1,0,0.0439754,0.0444484,1.075651169,15,20,33.33333333,0.659630607,0.888967908,34.76753489,2,2,0,0.087950748,0.088896791,1.075651169,18.16667,24.66667,35.77982,0.801176,1.08894,35.91768,5,4,-20,0.219847858,0.177714586,-19.16474152
01113,AL,Russell,8,12,50,0.145897543,0.206267081,41.37803599,1,1,0,0.0182372,0.0171889,-5.747976004,34,35,2.941176471,0.62006456,0.601612321,-2.975857651,2,0,-100,0.0364744,0,-100,52.83333,63.83333,20.82019,0.913755,1.097321,20.0891,12,11,-8.333333015,0.218854293,0.188977465,-13.65147018
01115,AL,St. Clair,12,14,16.66666667,0.142499198,0.160032921,12.30443596,2,3,50,0.0237499,0.0342928,44.39141766,57,53,-7.01754386,0.676871193,0.605838915,-10.49420893,1,1,0,0.0118749,0.0114309,-3.739054891,65.83333,73.75,12.02532,0.772356,0.837887,8.484553,14,12,-14.28571415,0.166740105,0.137420833,-17.58381462
01117,AL,Shelby,28,26,-7.142857143,0.141496324,0.123180132,-12.94464136,5,5,0,0.0252672,0.0236885,-6.24807531,101,106,4.95049505,0.510397453,0.502195923,-1.60689092,4,9,125,0.0202138,0.0426393,110.9418306,101.4167,128.25,26.4585,0.504709,0.608911,20.64598,26,26,0,0.131318435,0.122972146,-6.355763912
01119,AL,Sumter,5,2,-60,0.370617449,0.154655119,-58.27095577,0,0,0,0,0,0,14,20,42.85714286,1.037728856,1.546551191,49.03230083,0,0,0,0,0,0,16.91667,20.83333,23.15271,1.259899,1.597648,26.80762,7,4,-42.8571434,0.518864453,0.308308929,-40.58006287
01121,AL,Talladega,11,8,-27.27272727,0.13448748,0.099519817,-26.00068307,2,2,0,0.0244523,0.02488,1.749060782,70,78,11.42857143,0.855829421,0.970318215,13.37752487,0,0,0,0,0,0,89.25,95.25,6.722689,1.091583,1.189094,8.933005,12,12,0,0.146740526,0.149127603,1.626733065
01123,AL,Tallapoosa,6,6,0,0.144948543,0.147877951,2.020998669,1,1,0,0.0241581,0.0246463,2.020998669,42,35,-16.66666667,1.014639803,0.862621383,-14.98250111,0,0,0,0,0,0,34.41667,45.08333,30.99274,0.836005,1.106964,32.41115,8,8,0,0.193250716,0.197190046,2.038455963
01125,AL,Tuscaloosa,27,25,-7.407407407,0.137265568,0.121193318,-11.70887246,4,4,0,0.0203356,0.0193909,-4.645582261,108,128,18.51851852,0.549062273,0.620509788,13.01264325,6,4,-33.33333333,0.0305035,0.0193909,-36.43038817,152.1667,173.8333,14.23877,0.766212,0.843434,10.07833,22,22,0,0.111834645,0.106478751,-4.789119244
01127,AL,Walker,10,10,0,0.150202022,0.154892272,3.122628212,2,2,0,0.0300404,0.0309785,3.122628212,53,47,-11.32075472,0.796070715,0.72799368,-8.551631586,1,0,-100,0.0150202,0,-100,62.41667,75,20.16021,0.942551,1.154432,22.47956,10,11,10,0.150202021,0.170415819,13.45773983
01129,AL,Washington,3,3,0,0.172860847,0.180223477,4.259281509,0,0,0,0,0,0,9,10,11.11111111,0.518582541,0.600744924,15.84364612,0,0,0,0,0,0,17.33333,15.66667,-9.61538,1.013112,0.934988,-7.71124,4,3,-25,0.23049441,0.180614084,-21.64057922
01131,AL,Wilcox,9,7,-22.22222222,0.786713287,0.643678161,-18.18135377,0,0,0,0,0,0,7,9,28.57142857,0.611888112,0.827586207,35.25123153,0,0,0,0,0,0,21.08333,19.16667,-9.09091,1.8444,1.744645,-5.40854,6,5,-16.66666603,0.524383843,0.460787028,-12.12791252
01133,AL,Winston,9,6,-33.33333333,0.36954915,0.251182652,-32.02997446,0,0,0,0,0,0,22,24,9.090909091,0.903342367,1.004730607,11.22367815,0,0,0,0,0,0,25.41667,26.16667,2.95082,1.054284,1.099209,4.261221,8,6,-25,0.328434199,0.25098303,-23.58194351
02013,AK,Aleutians East,4,4,0,1.22624157,1.203369434,-1.865222623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,1.581778,1.51699,-4.09587,3,3,0,0.920245409,0.885478139,-3.77804327
02016,AK,Aleutians West,3,4,33.33333333,0.536960802,0.696015312,29.62125167,0,0,0,0,0,0,2,1,-50,0.357973868,0.174003828,-51.39203063,0,1,,0,0.174003828,,5.416667,4,-26.1538,0.976504,0.708341,-27.4616,4,3,-25,0.716717422,0.526500523,-26.54001236
02020,AK,Anchorage,32,33,3.125,0.108001931,0.110970623,2.748740231,9,13,44.44444444,0.0303755,0.0437157,43.9174274,60,51,-15,0.20250362,0.171500054,-15.31012926,27,20,-25.92592593,0.091126629,0.067254923,-26.19619108,116.25,122.3333,5.232975,0.389304,0.41025,5.380489,24,24,0,0.081038922,0.080749355,-0.357318193
02050,AK,Bethel,23,23,0,1.320624713,1.27919911,-3.136818687,0,0,0,0,0,0,6,5,-16.66666667,0.344510795,0.278086763,-19.28068224,0,0,0,0,0,0,56.75,50.5,-11.0132,3.197904,2.810552,-12.1127,19,14,-26.31579018,1.091013551,0.776957631,-28.78570366
02060,AK,Bristol Bay,3,2,-33.33333333,2.912621359,2.209944751,-24.1252302,0,0,0,0,0,0,1,0,-100,0.970873786,0,-100,0,0,0,0,0,0,2,1,-50,2.018163,1.113586,-44.8218,2,2,0,1.941747546,2.214839458,14.06423378
02068,AK,Denali,0,1,,0,0.488997555,,0,0,0,0,0,0,3,3,0,1.604278075,1.466992665,-8.557457213,0,0,0,0,0,0,0,,,0,,,,,,,,
02070,AK,Dillingham,6,4,-33.33333333,1.212611156,0.803858521,-33.70846731,0,0,0,0,0,0,2,1,-50,0.404203719,0.20096463,-50.28135048,0,0,0,0,0,0,9,8.166667,-9.25926,1.787843,1.6485,-7.79393,6,3,-50,1.212611198,0.603621721,-50.22132874
02090,AK,Fairbanks North Star,8,7,-12.5,0.081519524,0.069581122,-14.64483808,3,4,33.33333333,0.0305698,0.0397606,30.06500865,22,24,9.090909091,0.224178691,0.238563846,6.416825257,9,6,-33.33333333,0.091709464,0.059641,-34.96749568,24.91667,27.25,9.364548,0.248491,0.270861,9.002555,8,8,0,0.081546113,0.079457305,-2.561504602
02100,AK,Haines,3,3,0,1.165501166,1.185302252,1.698933228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1.175549,1.201923,2.24359,2,2,0,0.777302742,0.791452289,1.820339203
02105,AK,Hoonah-Angoon,0,4,,0,0,0,0,0,0,0,0,0,0,3,,0,0,0,0,1,,0,0,0,7,6,-14.2857,3.287929,2.887392,-12.182,2,2,0,0.95693779,0.939849615,-1.785714269
02110,AK,Juneau,6,4,-33.33333333,0.186555562,0.123437741,-33.83325619,3,3,0,0.093277781,0.092578306,-0.749884277,5,7,40,0.155462969,0.216016047,38.95016201,1,3,200,0.0310926,0.092578306,197.7503472,13.16667,11.75,-10.7595,0.404431,0.361895,-10.5176,5,5,0,0.15551132,0.154320985,-0.765432715
02122,AK,Kenai Peninsula,19,17,-10.52631579,0.337453822,0.290384845,-13.94827194,2,2,0,0.0355215,0.0341629,-3.824539228,20,18,-10,0.35521455,0.307466307,-13.44208531,11,9,-18.18181818,0.195368002,0.153733153,-21.31098664,34,37.33333,9.803922,0.59754,0.638111,6.789785,11,11,0,0.195374936,0.188188598,-3.678229332
02130,AK,Ketchikan Gateway,3,4,33.33333333,0.219876869,0.291396518,32.5271363,0,0,0,0,0,0,5,3,-40,0.366461448,0.218547388,-40.36278867,3,6,100,0.219876869,0.437094777,98.79070445,8,8,0,0.580594,0.581987,0.24007,3,3,0,0.219538972,0.21875456,-0.357299685
02150,AK,Kodiak Island,5,5,0,0.361794501,0.365523796,1.030777104,0,0,0,0,0,0,2,2,0,0.1447178,0.146209518,1.030777104,0,1,,0,0.073104759,,10.08333,9,-10.7438,0.708149,0.655403,-7.44837,3,2,-33.33333206,0.217296824,0.145878926,-32.86651611
02164,AK,Lake and Peninsula,0,2,,0,1.248439451,,0,0,0,0,0,0,0,2,,0,1.248439451,,0,0,0,0,0,0,6.25,8.5,36,3.778718,5.441741,44.01024,2,1,-50,1.213592291,0.625782251,-48.43554306
02170,AK,Matanuska-Susitna,12,10,-16.66666667,0.130831543,0.09604026,-26.59242755,3,3,0,0.0327079,0.0288121,-11.91091306,20,17,-15,0.218052572,0.163268442,-25.1242761,4,5,25,0.0436105,0.0480201,10.11135868,36.58333,43.83333,19.81777,0.389495,0.42,7.831973,8,6,-25,0.087225787,0.057605345,-33.95835495
02180,AK,Nome,15,19,26.66666667,1.534526854,1.916288452,24.87813078,0,0,0,0,0,0,2,1,-50,0.204603581,0.100857287,-50.70600101,0,0,0,0,0,0,28.58333,25.75,-9.91254,2.882837,2.596551,-9.9307,19,15,-21.05263138,1.94373405,1.505872846,-22.52680588
02185,AK,North Slope,10,8,-20,1.047230076,0.826019618,-21.12338668,0,0,0,0,0,0,2,2,0,0.209446015,0.206504904,-1.404233351,0,0,0,0,0,0,13,12.25,-5.76923,1.348128,1.275245,-5.40628,8,6,-25,0.837696314,0.617411017,-26.29655838
02188,AK,Northwest Arctic,7,8,14.28571429,0.908500973,1.044113808,14.92709848,0,0,0,0,0,0,3,2,-33.33333333,0.38935756,0.261028452,-32.95919255,0,0,0,0,0,0,19,21.25,11.84211,2.432778,2.769451,13.83903,13,13,0,1.687216043,1.690726995,0.208091423
