FIPS,State,County,REDEMP_SNAPS12,REDEMP_SNAPS16,PCH_REDEMP_SNAPS_12_16,PCT_SNAP12,PCT_SNAP16,PCH_SNAP_12_16,PC_SNAPBEN10,PC_SNAPBEN15,PCH_PC_SNAPBEN_10_15,SNAP_PART_RATE11,SNAP_PART_RATE16,SNAP_OAPP09,SNAP_OAPP16,SNAP_CAP09,SNAP_CAP16,SNAP_BBCE09,SNAP_BBCE16,SNAP_REPORTSIMPLE09,SNAP_REPORTSIMPLE16,PCT_NSLP09,PCT_NSLP15,PCH_NSLP_09_15,PCT_FREE_LUNCH10,PCT_FREE_LUNCH15,PCT_REDUCED_LUNCH10,PCT_REDUCED_LUNCH15,PCT_SBP09,PCT_SBP15,PCH_SBP_09_15,PCT_SFSP09,PCT_SFSP15,PCH_SFSP_09_15,PC_WIC_REDEMP11,PC_WIC_REDEMP16,PCH_PC_WIC_REDEMP_11_16,REDEMP_WICS11,REDEMP_WICS16,PCH_REDEMP_WICS_11_16,PCT_WIC09,PCT_WIC15,PCH_WIC_09_15,PCT_WICINFANTCHILD14,PCT_WICINFANTCHILD16,PCH_WICINFANTCHILD_14_16,PCT_WICWOMEN14,PCT_WICWOMEN16,PCH_WICWOMEN_14_16,PCT_CACFP12,PCT_CACFP17,PCH_CACFP_12_17,FDPIR12,FDPIR15,PCH_FDPIR_12_15,FOOD_BANKS18
01001,AL,Autauga,301432.0811,239024.0156,-20.7038565,18.82467523,16.97643575,-1.848239474,16.69232132,17.9052724,7.2665213,84.02,86.898,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,36.11672052,,6.886106624,,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,15.61293221,14.62024403,-6.358115196,172391.75,161530.2969,-6.300448418,2.990416904,2.719352152,-0.271064752,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857,0.891238705,1.258762762,0.367524057,0,0,0,0
01003,AL,Baldwin,274394.5037,155844.3902,-43.20425952,18.82467523,16.97643575,-1.848239474,14.13921122,14.15713421,0.126760858,84.02,86.898,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,36.76193858,39.44909638,5.542339783,6.346383887,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,17.10749626,13.87383747,-18.90199852,122739.7109,102920.0859,-16.14768791,2.990416904,2.719352152,-0.271064752,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857,0.891238705,1.258762762,0.367524057,0,0,0,0
01005,AL,Barbour,325496.5608,281716.326,-13.45029105,18.82467523,16.97643575,-1.848239474,27.55824259,31.63304149,14.78613483,84.02,86.898,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,66.38896121,63.98508258,4.582140068,2.31752797,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,21.93405151,24.03228378,9.566095352,85699.46875,103414.9219,20.67160225,2.990416904,2.719352152,-0.271064752,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857,0.891238705,1.258762762,0.367524057,0,0,0,0
01007,AL,Bibb,356444.032,256026.9197,-28.17191574,18.82467523,16.97643575,-1.848239474,20.12873664,19.4731321,-3.25705754,84.02,86.898,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,53.5022779,52.2576761,9.253986333,9.060806743,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,21.48293686,22.0818119,2.787677765,81445.39844,99703.79688,22.41796112,2.990416904,2.719352152,-0.271064752,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857,0.891238705,1.258762762,0.367524057,0,0,0,0
01009,AL,Blount,229730.0226,141304.9007,-38.49088637,18.82467523,16.97643575,-1.848239474,19.15785679,15.79513142,-17.5527221,84.02,86.898,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,43.93136026,46.62458543,8.097946592,7.89558147,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,17.11068726,13.86049461,-18.99510193,123098.5625,99651.75781,-19.04718018,2.990416904,2.719352152,-0.271064752,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857,0.891238705,1.258762762,0.367524057,0,0,0,0
01011,AL,Bullock,211588.9137,210721.3615,-0.410017804,18.82467523,16.97643575,-1.848239474,31.64895242,35.27817631,11.46712172,84.02,86.898,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,90.12032932,,0.126662445,,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,,,,260599.375,128019.3281,-50.87504578,2.990416904,2.719352152,-0.271064752,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857,0.891238705,1.258762762,0.367524057,0,0,0,0
01013,AL,Butler,345604.869,305223.8659,-11.6841534,18.82467523,16.97643575,-1.848239474,29.22852914,31.25724602,6.940879104,84.02,86.898,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,67.87410926,67.33652313,7.244655582,5.295055821,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,36.56119156,32.7559166,-10.40796185,190831.1406,164017.0625,-14.05120659,2.990416904,2.719352152,-0.271064752,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857,0.891238705,1.258762762,0.367524057,0,0,0,0
01015,AL,Calhoun,315617.5026,261900.1199,-17.01977308,18.82467523,16.97643575,-1.848239474,26.81071417,26.82265689,0.044544612,84.02,86.898,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,50.9823921,52.74082252,7.096843461,6.127518631,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,22.09410286,20.88901329,-5.454349518,136979.9531,120130.625,-12.30058002,2.990416904,2.719352152,-0.271064752,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857,0.891238705,1.258762762,0.367524057,0,0,0,0
01017,AL,Chambers,327935.7883,270583.6107,-17.48884376,18.82467523,16.97643575,-1.848239474,28.08953188,27.34531818,-2.649434347,84.02,86.898,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,65.13009629,65.33101045,5.7365294,5.836236934,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,11.31618977,13.21109581,16.74508858,64181.65625,74358.65625,15.85655594,2.990416904,2.719352152,-0.271064752,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857,0.891238705,1.258762762,0.367524057,0,0,0,0
01019,AL,Cherokee,242354.8713,178751.8757,-26.2437455,18.82467523,16.97643575,-1.848239474,25.11960188,22.34768976,-11.03485692,84.02,86.898,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,50.82087724,53.38941118,9.629992649,9.797130134,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,24.97646141,18.51291275,-25.87856102,108206.3516,119297.2188,10.24973774,2.990416904,2.719352152,-0.271064752,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857,0.891238705,1.258762762,0.367524057,0,0,0,0
01021,AL,Chilton,247911.5947,164782.2403,-33.53185415,18.82467523,16.97643575,-1.848239474,27.08910936,22.67989074,-16.27672054,84.02,86.898,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,52.30945413,55.92147746,6.820206133,5.165956348,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,21.2314949,17.61027527,-17.05588722,132505.7656,128836.7734,-2.768930197,2.990416904,2.719352152,-0.271064752,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857,0.891238705,1.258762762,0.367524057,0,0,0,0
01023,AL,Choctaw,199087.268,201085.8946,1.003894737,18.82467523,16.97643575,-1.848239474,28.15258436,31.48120092,11.82348489,84.02,86.898,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,68.343697,56.78929766,8.083663086,0,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,,,,113049.7969,88731.125,-21.51146889,2.990416904,2.719352152,-0.271064752,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857,0.891238705,1.258762762,0.367524057,0,0,0,0
01025,AL,Clarke,404583.4063,344827.5046,-14.76973616,18.82467523,16.97643575,-1.848239474,28.92295384,31.08064386,7.460130192,84.02,86.898,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,60.06493506,53.25443787,7.345779221,3.229783037,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,30.08889961,33.36499405,10.88805008,76973.42188,101550.5234,31.92933464,2.990416904,2.719352152,-0.271064752,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857,0.891238705,1.258762762,0.367524057,0,0,0,0
